Month_Ending,Segment,City,Product,Miles,Reported_Accidents
6/30/16,Segment A,City 8,Product 11,447,0
6/30/16,Segment A,City 64,Product 9,"7,639",0
6/30/16,Segment A,City 5,Product 10,40,0
6/30/16,Segment A,City 44,Product 2,8,0
6/30/16,Segment A,City 29,Product 10,"3,862",0
6/30/16,Segment A,City 65,Product 2,5,0
6/30/16,Segment A,City 2,Product 10,144,0
6/30/16,Segment A,City 2,Product 8,11,0
6/30/16,Segment A,City 59,Product 4,"1,282",0
6/30/16,Segment A,City 31,Product 8,6,0
6/30/16,Segment A,City 35,Product 12,3,-1
6/30/16,Segment A,City 34,Product 3,14,0
6/30/16,Segment A,City 3,Product 14,"2,312",0
6/30/16,Segment A,City 14,Product 4,"51,365",2
6/30/16,Segment A,City 30,Product 11,9,0
6/30/16,Segment A,City 1,Product 11,117,0
6/30/16,Segment A,City 37,Product 2,19,0
6/30/16,Segment A,City 14,Product 12,"9,995",0
6/30/16,Segment A,City 18,Product 3,55,0
6/30/16,Segment A,City 13,Product 4,"85,061",3
6/30/16,Segment A,City 25,Product 11,23,0
6/30/16,Segment A,City 15,Product 12,"8,507",0
6/30/16,Segment A,City 36,Product 12,"2,002",0
6/30/16,Segment A,City 48,Product 10,85,0
6/30/16,Segment A,City 16,Product 11,26,0
6/30/16,Segment A,City 25,Product 12,1,-1
6/30/16,Segment F,City 30,Product 4,"1,961",0
6/30/16,Segment F,City 41,Product 9,153,0
6/30/16,Segment F,City 25,Product 9,921,0
6/30/16,Segment F,City 43,Product 6,0,0
6/30/16,Segment F,City 48,Product 9,"1,944",0
6/30/16,Segment F,City 46,Product 4,0,0
6/30/16,Segment F,City 44,Product 4,340,0
6/30/16,Segment F,City 39,Product 4,0,0
6/30/16,Segment F,City 53,Product 9,0,0
6/30/16,Segment F,City 58,Product 9,275,0
6/30/16,Segment F,City 2,Product 9,"14,121,262",198
6/30/16,Segment B,City 4,Product 6,414,0
6/30/16,Segment C,City 44,Product 7,2,0
6/30/16,Segment C,City 2,Product 7,"4,296,713",41
6/30/16,Segment C,City 6,Product 7,"18,055",0
6/30/16,Segment C,City 30,Product 7,"5,906",0
6/30/16,Segment C,City 34,Product 7,"7,686",0
6/30/16,Segment A,City 45,Product 9,"23,775",0
6/30/16,Segment A,City 4,Product 9,"2,915",0
6/30/16,Segment A,City 3,Product 9,"783,641",34
6/30/16,Segment A,City 11,Product 9,"53,197",1
6/30/16,Segment A,City 22,Product 9,"12,042",0
6/30/16,Segment A,City 24,Product 4,"41,351",2
6/30/16,Segment A,City 19,Product 8,2,0
6/30/16,Segment A,City 13,Product 3,37,0
6/30/16,Segment A,City 36,Product 11,53,0
6/30/16,Segment A,City 47,Product 11,234,0
6/30/16,Segment A,City 11,Product 2,79,0
6/30/16,Segment A,City 3,Product 8,40,0
6/30/16,Segment A,City 42,Product 9,"72,424",0
6/30/16,Segment A,City 6,Product 2,306,0
6/30/16,Segment A,City 25,Product 14,8,0
6/30/16,Segment A,City 43,Product 1,7,0
6/30/16,Segment A,City 21,Product 1,1,0
6/30/16,Segment A,City 41,Product 9,"3,490",0
6/30/16,Segment A,City 34,Product 10,111,0
6/30/16,Segment A,City 27,Product 10,38,0
6/30/16,Segment A,City 48,Product 2,2,0
6/30/16,Segment A,City 8,Product 10,20,0
6/30/16,Segment A,City 40,Product 12,1,-1
6/30/16,Segment A,City 27,Product 2,35,0
6/30/16,Segment A,City 7,Product 12,4,-1
6/30/16,Segment A,City 35,Product 10,440,0
6/30/16,Segment A,City 47,Product 10,51,0
6/30/16,Segment A,City 47,Product 2,73,0
6/30/16,Segment A,City 31,Product 2,318,0
6/30/16,Segment A,City 28,Product 11,1,0
6/30/16,Segment A,City 49,Product 2,106,0
6/30/16,Segment A,City 57,Product 3,1,0
6/30/16,Segment A,City 12,Product 3,1,0
6/30/16,Segment A,City 64,Product 10,84,0
6/30/16,Segment F,City 9,Product 4,25,0
6/30/16,Segment F,City 50,Product 4,810,0
6/30/16,Segment F,City 31,Product 4,"2,094",0
6/30/16,Segment F,City 25,Product 4,"1,320",0
6/30/16,Segment F,City 27,Product 9,791,0
6/30/16,Segment F,City 50,Product 9,"1,502",0
6/30/16,Segment F,City 59,Product 4,0,0
6/30/16,Segment F,City 36,Product 4,0,0
6/30/16,Segment F,City 23,Product 4,0,0
6/30/16,Segment F,City 68,Product 4,0,0
6/30/16,Segment F,City 47,Product 4,0,0
6/30/16,Segment F,City 46,Product 9,0,0
6/30/16,Segment F,City 8,Product 9,0,0
6/30/16,Segment F,City 57,Product 9,0,0
6/30/16,Segment F,City 12,Product 9,0,0
6/30/16,Segment B,City 43,Product 6,"7,843",0
6/30/16,Segment B,City 42,Product 6,"5,587",0
6/30/16,Segment B,City 32,Product 6,"2,502",0
6/30/16,Segment D,City 2,Product 2,"987,550",23
6/30/16,Segment B,City 7,Product 6,"509,246",7
6/30/16,Segment B,City 9,Product 6,132,0
6/30/16,Segment B,City 10,Product 6,"30,544",0
6/30/16,Segment C,City 49,Product 7,28,0
6/30/16,Segment C,City 27,Product 7,"4,910",0
6/30/16,Segment C,City 40,Product 7,"22,343",0
6/30/16,Segment C,City 9,Product 7,160,0
6/30/16,Segment I,City 3,Product 19,"1,182,080",4
6/30/16,Segment A,City 45,Product 2,45,0
6/30/16,Segment A,City 45,Product 8,6,0
6/30/16,Segment A,City 11,Product 10,311,0
6/30/16,Segment A,City 46,Product 2,5,0
6/30/16,Segment A,City 20,Product 8,1,0
6/30/16,Segment A,City 60,Product 12,237,0
6/30/16,Segment A,City 60,Product 9,219,0
6/30/16,Segment A,City 10,Product 8,1,0
6/30/16,Segment A,City 69,Product 9,0,0
6/30/16,Segment A,City 57,Product 12,890,0
6/30/16,Segment A,City 19,Product 3,59,0
6/30/16,Segment A,City 35,Product 9,"7,399,319",54
6/30/16,Segment A,City 32,Product 9,"17,192",0
6/30/16,Segment A,City 1,Product 2,224,0
6/30/16,Segment A,City 28,Product 9,"57,345",1
6/30/16,Segment A,City 35,Product 8,436,0
6/30/16,Segment A,City 43,Product 3,7,0
6/30/16,Segment A,City 1,Product 9,"52,874",1
6/30/16,Segment A,City 31,Product 3,198,0
6/30/16,Segment A,City 27,Product 3,43,0
6/30/16,Segment A,City 7,Product 9,"453,782",9
6/30/16,Segment A,City 25,Product 10,410,0
6/30/16,Segment A,City 1,Product 1,15,0
6/30/16,Segment A,City 53,Product 8,1,0
6/30/16,Segment A,City 25,Product 2,420,0
6/30/16,Segment F,City 26,Product 9,"1,012",0
6/30/16,Segment F,City 34,Product 9,"1,234",0
6/30/16,Segment F,City 64,Product 9,245,0
6/30/16,Segment F,City 14,Product 4,0,0
6/30/16,Segment F,City 53,Product 4,0,0
6/30/16,Segment F,City 19,Product 4,0,0
6/30/16,Segment F,City 51,Product 4,0,0
6/30/16,Segment F,City 28,Product 4,0,0
6/30/16,Segment F,City 38,Product 4,0,0
6/30/16,Segment F,City 19,Product 9,0,0
6/30/16,Segment F,City 36,Product 9,0,0
6/30/16,Segment F,City 40,Product 9,0,0
6/30/16,Segment F,City 2,Product 22,"33,292",1
6/30/16,Segment B,City 6,Product 6,"36,936",1
6/30/16,Segment B,City 50,Product 6,"74,227",1
6/30/16,Segment B,City 25,Product 6,"70,864",1
6/30/16,Segment B,City 35,Product 6,"1,438,906",20
6/30/16,Segment B,City 33,Product 6,"4,562",0
6/30/16,Segment B,City 51,Product 6,715,0
6/30/16,Segment B,City 13,Product 6,"14,638",0
6/30/16,Segment B,City 39,Product 6,"11,910",0
6/30/16,Segment C,City 8,Product 7,"84,791",1
6/30/16,Segment C,City 41,Product 7,372,0
6/30/16,Segment C,City 23,Product 7,"1,661",0
6/30/16,Segment C,City 35,Product 7,"907,908",8
6/30/16,Segment A,City 45,Product 3,32,0
6/30/16,Segment A,City 67,Product 3,2,0
6/30/16,Segment A,City 10,Product 3,44,0
6/30/16,Segment A,City 33,Product 8,22,0
6/30/16,Segment A,City 52,Product 4,"274,557",13
6/30/16,Segment A,City 53,Product 4,"173,009",7
6/30/16,Segment A,City 11,Product 3,25,0
6/30/16,Segment A,City 70,Product 4,41,0
6/30/16,Segment A,City 43,Product 4,"14,524",0
6/30/16,Segment A,City 5,Product 3,9,0
6/30/16,Segment A,City 26,Product 9,"31,135",0
6/30/16,Segment A,City 5,Product 9,"25,148",0
6/30/16,Segment A,City 1,Product 4,"31,107",1
6/30/16,Segment A,City 31,Product 10,"3,464",0
6/30/16,Segment A,City 27,Product 4,"18,541",0
6/30/16,Segment A,City 32,Product 10,249,0
6/30/16,Segment A,City 37,Product 4,"35,098",1
6/30/16,Segment A,City 34,Product 4,"102,436",2
6/30/16,Segment A,City 27,Product 8,7,0
6/30/16,Segment A,City 31,Product 9,"412,867",13
6/30/16,Segment A,City 8,Product 9,"1,708,849",49
6/30/16,Segment A,City 31,Product 11,17,0
6/30/16,Segment A,City 55,Product 14,"3,304",0
6/30/16,Segment A,City 28,Product 8,62,0
6/30/16,Segment A,City 24,Product 12,"1,184",0
6/30/16,Segment A,City 29,Product 2,105,0
6/30/16,Segment A,City 64,Product 8,19,0
6/30/16,Segment A,City 15,Product 2,30,0
6/30/16,Segment A,City 38,Product 12,0,0
6/30/16,Segment A,City 49,Product 3,16,0
6/30/16,Segment A,City 4,Product 4,"1,014",0
6/30/16,Segment A,City 22,Product 12,"1,970",0
6/30/16,Segment A,City 18,Product 12,"666,683",29
6/30/16,Segment A,City 18,Product 8,81,0
6/30/16,Segment A,City 15,Product 3,10,0
6/30/16,Segment A,City 21,Product 12,"4,032",0
6/30/16,Segment F,City 1,Product 4,965,0
6/30/16,Segment F,City 5,Product 4,220,0
6/30/16,Segment F,City 7,Product 9,"28,644",0
6/30/16,Segment F,City 6,Product 4,"1,495",0
6/30/16,Segment F,City 1,Product 9,"1,753",0
6/30/16,Segment F,City 9,Product 9,34,0
6/30/16,Segment F,City 37,Product 4,"1,228",0
6/30/16,Segment F,City 2,Product 10,"1,719",0
6/30/16,Segment F,City 8,Product 4,0,0
6/30/16,Segment F,City 62,Product 4,0,0
6/30/16,Segment F,City 11,Product 4,0,0
6/30/16,Segment F,City 18,Product 9,0,0
6/30/16,Segment F,City 10,Product 9,0,0
6/30/16,Segment F,City 31,Product 9,"4,492",0
6/30/16,Segment D,City 2,Product 14,"2,914",-1
6/30/16,Segment D,City 2,Product 9,"26,330,564",501
6/30/16,Segment B,City 55,Product 6,"31,272",0
6/30/16,Segment B,City 30,Product 6,"51,682",1
6/30/16,Segment B,City 16,Product 6,"1,265",0
6/30/16,Segment B,City 12,Product 6,"2,016",0
6/30/16,Segment C,City 61,Product 7,4,0
6/30/16,Segment C,City 55,Product 7,88,0
6/30/16,Segment A,City 45,Product 4,"27,910",1
6/30/16,Segment A,City 70,Product 9,48,0
6/30/16,Segment A,City 46,Product 9,"5,347",0
6/30/16,Segment A,City 13,Product 9,"145,123",4
6/30/16,Segment A,City 36,Product 9,"129,618",5
6/30/16,Segment A,City 18,Product 9,"1,260,762",41
6/30/16,Segment A,City 17,Product 3,20,0
6/30/16,Segment A,City 16,Product 9,"7,517",0
6/30/16,Segment A,City 15,Product 9,"55,952",2
6/30/16,Segment A,City 47,Product 4,"21,347",1
6/30/16,Segment A,City 3,Product 11,"857,422",18
6/30/16,Segment A,City 67,Product 4,116,0
6/30/16,Segment A,City 25,Product 9,"91,159",1
6/30/16,Segment A,City 7,Product 2,"2,087",0
6/30/16,Segment A,City 21,Product 9,"19,652",0
6/30/16,Segment A,City 41,Product 2,19,0
6/30/16,Segment A,City 55,Product 9,"34,630",1
6/30/16,Segment A,City 6,Product 4,"44,813",1
6/30/16,Segment A,City 21,Product 4,"19,383",0
6/30/16,Segment A,City 28,Product 4,"53,321",1
6/30/16,Segment A,City 40,Product 4,"352,216",12
6/30/16,Segment A,City 2,Product 9,"1,312,185",34
6/30/16,Segment A,City 58,Product 4,"2,287",0
6/30/16,Segment A,City 71,Product 4,0,0
6/30/16,Segment A,City 10,Product 2,225,0
6/30/16,Segment A,City 6,Product 10,149,0
6/30/16,Segment A,City 55,Product 3,8,0
6/30/16,Segment A,City 5,Product 12,"9,753",0
6/30/16,Segment A,City 23,Product 8,27,0
6/30/16,Segment A,City 68,Product 4,62,0
6/30/16,Segment A,City 17,Product 1,9,0
6/30/16,Segment A,City 25,Product 1,14,0
6/30/16,Segment A,City 64,Product 4,"1,923",0
6/30/16,Segment A,City 35,Product 11,"1,123",0
6/30/16,Segment A,City 43,Product 2,38,0
6/30/16,Segment A,City 30,Product 4,"185,930",2
6/30/16,Segment A,City 49,Product 12,"7,703",0
6/30/16,Segment A,City 23,Product 11,23,0
6/30/16,Segment A,City 53,Product 3,7,0
6/30/16,Segment A,City 10,Product 10,70,0
6/30/16,Segment A,City 57,Product 8,7,0
6/30/16,Segment A,City 25,Product 8,56,0
6/30/16,Segment F,City 20,Product 4,0,0
6/30/16,Segment F,City 18,Product 4,0,0
6/30/16,Segment F,City 15,Product 4,0,0
6/30/16,Segment F,City 40,Product 4,0,0
6/30/16,Segment F,City 2,Product 4,"4,440,055",68
6/30/16,Segment F,City 20,Product 9,0,0
6/30/16,Segment F,City 52,Product 9,0,0
6/30/16,Segment F,City 13,Product 9,0,0
6/30/16,Segment F,City 39,Product 9,0,0
6/30/16,Segment B,City 27,Product 6,"5,114",0
6/30/16,Segment D,City 2,Product 16,0,16
6/30/16,Segment F,City 63,Product 4,0,0
6/30/16,Segment B,City 2,Product 6,"18,475,717",247
6/30/16,Segment B,City 48,Product 6,"5,027",0
6/30/16,Segment B,City 36,Product 6,1,-1
6/30/16,Segment B,City 23,Product 6,"7,294",0
6/30/16,Segment C,City 33,Product 7,"1,609",0
6/30/16,Segment C,City 18,Product 7,"78,171",1
6/30/16,Segment A,City 10,Product 9,"249,653",7
6/30/16,Segment A,City 15,Product 4,"8,708",0
6/30/16,Segment A,City 59,Product 9,"1,900",0
6/30/16,Segment A,City 11,Product 11,13,0
6/30/16,Segment A,City 20,Product 9,"83,776",3
6/30/16,Segment A,City 33,Product 10,320,0
6/30/16,Segment A,City 22,Product 4,"3,302",0
6/30/16,Segment A,City 10,Product 4,"142,617",4
6/30/16,Segment A,City 53,Product 20,1,0
6/30/16,Segment A,City 33,Product 3,6,0
6/30/16,Segment A,City 33,Product 4,"9,459",0
6/30/16,Segment A,City 60,Product 4,151,0
6/30/16,Segment A,City 25,Product 3,"3,897",0
6/30/16,Segment A,City 7,Product 5,"2,822,186",31
6/30/16,Segment A,City 25,Product 4,"109,212",1
6/30/16,Segment A,City 27,Product 1,8,0
6/30/16,Segment A,City 35,Product 2,"2,459",0
6/30/16,Segment A,City 40,Product 8,4,0
6/30/16,Segment A,City 21,Product 3,10,0
6/30/16,Segment A,City 41,Product 3,29,0
6/30/16,Segment A,City 42,Product 8,11,0
6/30/16,Segment A,City 53,Product 12,"48,266",2
6/30/16,Segment A,City 29,Product 12,"52,967",2
6/30/16,Segment A,City 49,Product 4,"21,111",1
6/30/16,Segment A,City 26,Product 2,12,0
6/30/16,Segment A,City 34,Product 8,14,0
6/30/16,Segment A,City 43,Product 10,958,0
6/30/16,Segment A,City 55,Product 10,"2,968",0
6/30/16,Segment A,City 7,Product 8,203,0
6/30/16,Segment A,City 32,Product 1,9,0
6/30/16,Segment A,City 45,Product 10,51,0
6/30/16,Segment A,City 36,Product 4,"87,862",5
6/30/16,Segment A,City 10,Product 11,48,0
6/30/16,Segment A,City 12,Product 12,"1,921",0
6/30/16,Segment A,City 26,Product 10,4,0
6/30/16,Segment A,City 26,Product 1,1,0
6/30/16,Segment A,City 50,Product 2,74,0
6/30/16,Segment A,City 41,Product 10,2,0
6/30/16,Segment A,City 65,Product 12,640,0
6/30/16,Segment A,City 7,Product 10,467,0
6/30/16,Segment A,City 58,Product 10,9,0
6/30/16,Segment A,City 19,Product 10,4,0
6/30/16,Segment A,City 33,Product 2,37,0
6/30/16,Segment A,City 35,Product 14,132,0
6/30/16,Segment A,City 64,Product 12,238,0
6/30/16,Segment A,City 59,Product 12,88,0
6/30/16,Segment F,City 55,Product 4,324,0
6/30/16,Segment F,City 30,Product 9,"1,983",0
6/30/16,Segment F,City 54,Product 4,"51,171",1
6/30/16,Segment F,City 55,Product 9,"1,386",0
6/30/16,Segment F,City 3,Product 4,0,0
6/30/16,Segment F,City 17,Product 4,0,0
6/30/16,Segment F,City 49,Product 4,727,0
6/30/16,Segment F,City 13,Product 4,0,0
6/30/16,Segment F,City 72,Product 4,0,0
6/30/16,Segment F,City 4,Product 9,0,0
6/30/16,Segment F,City 23,Product 9,0,0
6/30/16,Segment F,City 21,Product 9,0,0
6/30/16,Segment B,City 31,Product 6,"21,809",0
6/30/16,Segment B,City 47,Product 6,"7,916",0
6/30/16,Segment C,City 43,Product 7,"6,513",0
6/30/16,Segment C,City 32,Product 7,3,0
6/30/16,Segment C,City 7,Product 7,"209,297",2
6/30/16,Segment C,City 1,Product 7,"6,936",0
6/30/16,Segment C,City 25,Product 7,"31,031",0
6/30/16,Segment A,City 4,Product 8,4,0
6/30/16,Segment A,City 65,Product 9,"20,634",1
6/30/16,Segment A,City 17,Product 9,"17,490",0
6/30/16,Segment A,City 47,Product 9,"72,699",3
6/30/16,Segment A,City 19,Product 9,"24,072",1
6/30/16,Segment A,City 65,Product 4,"8,691",0
6/30/16,Segment A,City 14,Product 9,"36,494",1
6/30/16,Segment A,City 34,Product 9,"110,339",1
6/30/16,Segment A,City 48,Product 9,"56,283",0
6/30/16,Segment A,City 64,Product 2,0,0
6/30/16,Segment A,City 30,Product 2,65,0
6/30/16,Segment A,City 8,Product 12,"184,055",8
6/30/16,Segment A,City 29,Product 9,"251,892",8
6/30/16,Segment A,City 9,Product 11,2,0
6/30/16,Segment A,City 21,Product 2,57,0
6/30/16,Segment A,City 50,Product 9,"142,571",4
6/30/16,Segment A,City 30,Product 3,18,0
6/30/16,Segment A,City 50,Product 10,186,0
6/30/16,Segment A,City 55,Product 2,9,0
6/30/16,Segment A,City 32,Product 4,"16,176",0
6/30/16,Segment A,City 5,Product 4,"7,683",0
6/30/16,Segment A,City 35,Product 3,606,0
6/30/16,Segment A,City 44,Product 4,"10,062",0
6/30/16,Segment A,City 19,Product 2,630,0
6/30/16,Segment A,City 35,Product 4,"1,205,171",20
6/30/16,Segment A,City 43,Product 11,4,0
6/30/16,Segment A,City 7,Product 4,"235,585",5
6/30/16,Segment A,City 1,Product 3,95,0
6/30/16,Segment A,City 42,Product 10,144,0
6/30/16,Segment A,City 48,Product 4,"14,991",0
6/30/16,Segment A,City 6,Product 14,29,0
6/30/16,Segment A,City 50,Product 11,"2,031",0
6/30/16,Segment A,City 27,Product 11,5,0
6/30/16,Segment A,City 50,Product 4,"76,418",2
6/30/16,Segment A,City 28,Product 10,78,0
6/30/16,Segment A,City 2,Product 14,133,0
6/30/16,Segment A,City 3,Product 3,50,0
6/30/16,Segment F,City 27,Product 4,548,0
6/30/16,Segment F,City 48,Product 4,500,0
6/30/16,Segment F,City 37,Product 9,"4,736",0
6/30/16,Segment F,City 42,Product 4,926,0
6/30/16,Segment F,City 32,Product 4,674,0
6/30/16,Segment F,City 4,Product 4,0,0
6/30/16,Segment F,City 21,Product 4,0,0
6/30/16,Segment F,City 24,Product 4,0,0
6/30/16,Segment F,City 35,Product 9,"81,323",0
6/30/16,Segment F,City 10,Product 4,0,0
6/30/16,Segment F,City 12,Product 4,0,0
6/30/16,Segment F,City 49,Product 9,"1,879",0
6/30/16,Segment F,City 68,Product 9,0,0
6/30/16,Segment F,City 2,Product 6,0,0
6/30/16,Segment B,City 54,Product 6,"321,424",5
6/30/16,Segment D,City 2,Product 4,"8,347,188",165
6/30/16,Segment B,City 1,Product 6,"34,214",0
6/30/16,Segment B,City 26,Product 6,"5,459",0
6/30/16,Segment B,City 45,Product 6,"7,921",0
6/30/16,Segment G,City 19,Product 17,"1,014,162",6
6/30/16,Segment E,City 3,Product 13,"5,989,113",60
6/30/16,Segment C,City 54,Product 7,"546,920",4
6/30/16,Segment C,City 50,Product 7,"10,240",0
6/30/16,Segment C,City 5,Product 7,"2,912",0
6/30/16,Segment C,City 26,Product 7,94,0
6/30/16,Segment H,City 19,Product 18,"175,415",2
6/30/16,Segment A,City 33,Product 9,"13,462",0
6/30/16,Segment A,City 57,Product 9,"27,978",1
6/30/16,Segment A,City 23,Product 9,"340,420",11
6/30/16,Segment A,City 12,Product 4,"29,104",4
6/30/16,Segment A,City 47,Product 3,8,0
6/30/16,Segment A,City 67,Product 9,170,0
6/30/16,Segment A,City 19,Product 11,22,0
6/30/16,Segment A,City 18,Product 4,"1,146,705",41
6/30/16,Segment A,City 24,Product 9,"48,873",2
6/30/16,Segment A,City 16,Product 4,"5,088",0
6/30/16,Segment A,City 52,Product 8,1,0
6/30/16,Segment A,City 20,Product 11,139,0
6/30/16,Segment A,City 68,Product 9,133,0
6/30/16,Segment A,City 37,Product 9,"134,589",4
6/30/16,Segment A,City 42,Product 4,"26,660",0
6/30/16,Segment A,City 30,Product 9,"162,226",1
6/30/16,Segment A,City 6,Product 3,63,0
6/30/16,Segment A,City 61,Product 4,"7,171",0
6/30/16,Segment A,City 35,Product 1,83,0
6/30/16,Segment A,City 6,Product 11,14,0
6/30/16,Segment A,City 40,Product 9,"603,468",18
6/30/16,Segment A,City 40,Product 3,56,0
6/30/16,Segment A,City 41,Product 4,"1,981",0
6/30/16,Segment A,City 61,Product 9,"2,227",0
6/30/16,Segment A,City 1,Product 8,52,0
6/30/16,Segment A,City 41,Product 12,"1,330",0
6/30/16,Segment A,City 28,Product 1,2,0
6/30/16,Segment A,City 58,Product 9,"8,587",0
6/30/16,Segment A,City 49,Product 9,"55,683",2
6/30/16,Segment A,City 21,Product 11,17,0
6/30/16,Segment A,City 58,Product 12,906,0
6/30/16,Segment A,City 57,Product 4,"12,220",0
6/30/16,Segment A,City 20,Product 3,9,0
6/30/16,Segment A,City 18,Product 11,86,0
6/30/16,Segment A,City 41,Product 8,35,0
6/30/16,Segment A,City 6,Product 1,4,0
6/30/16,Segment A,City 7,Product 3,129,0
6/30/16,Segment A,City 2,Product 1,2,0
6/30/16,Segment A,City 58,Product 2,29,0
6/30/16,Segment A,City 23,Product 2,152,0
6/30/16,Segment A,City 5,Product 2,148,0
6/30/16,Segment A,City 7,Product 11,698,0
6/30/16,Segment A,City 37,Product 10,70,0
6/30/16,Segment A,City 57,Product 1,1,0
6/30/16,Segment A,City 69,Product 4,0,0
6/30/16,Segment A,City 21,Product 8,18,0
6/30/16,Segment A,City 52,Product 9,"171,578",7
6/30/16,Segment A,City 12,Product 9,"123,603",5
6/30/16,Segment A,City 19,Product 4,"10,592",1
6/30/16,Segment A,City 51,Product 4,"33,473",2
6/30/16,Segment A,City 53,Product 9,"288,761",11
6/30/16,Segment A,City 39,Product 9,"158,609",5
6/30/16,Segment A,City 52,Product 11,94,0
6/30/16,Segment A,City 11,Product 8,21,0
6/30/16,Segment A,City 67,Product 12,2,0
6/30/16,Segment A,City 51,Product 9,"12,760",0
6/30/16,Segment A,City 11,Product 4,"46,879",2
6/30/16,Segment A,City 47,Product 8,2,0
6/30/16,Segment A,City 17,Product 8,7,0
6/30/16,Segment A,City 19,Product 12,"7,932",0
6/30/16,Segment A,City 39,Product 4,"74,228",3
6/30/16,Segment A,City 17,Product 4,"34,217",0
6/30/16,Segment A,City 6,Product 9,"69,007",1
6/30/16,Segment A,City 27,Product 9,"28,190",0
6/30/16,Segment A,City 1,Product 10,76,0
6/30/16,Segment A,City 42,Product 3,14,0
6/30/16,Segment A,City 34,Product 2,84,0
6/30/16,Segment A,City 61,Product 2,3,0
6/30/16,Segment A,City 34,Product 1,8,0
6/30/16,Segment A,City 61,Product 12,450,0
6/30/16,Segment A,City 43,Product 9,"28,108",0
6/30/16,Segment A,City 1,Product 14,38,0
6/30/16,Segment A,City 29,Product 3,8,0
6/30/16,Segment A,City 29,Product 4,"225,916",7
6/30/16,Segment A,City 31,Product 4,"197,451",7
6/30/16,Segment A,City 40,Product 11,412,0
6/30/16,Segment A,City 50,Product 14,22,0
6/30/16,Segment A,City 8,Product 2,782,0
6/30/16,Segment A,City 15,Product 10,"1,165",0
6/30/16,Segment A,City 44,Product 9,"10,071",0
6/30/16,Segment A,City 29,Product 11,1,0
6/30/16,Segment A,City 45,Product 11,23,0
6/30/16,Segment A,City 71,Product 9,1,0
6/30/16,Segment A,City 4,Product 1,156,0
6/30/16,Segment A,City 20,Product 4,"39,255",2
6/30/16,Segment A,City 42,Product 2,94,0
6/30/16,Segment A,City 40,Product 10,816,0
6/30/16,Segment A,City 6,Product 8,9,0
6/30/16,Segment A,City 28,Product 3,7,0
6/30/16,Segment A,City 2,Product 4,"409,497",12
6/30/16,Segment A,City 2,Product 2,"30,124",1
6/30/16,Segment A,City 3,Product 4,"448,116",22
6/30/16,Segment A,City 24,Product 11,18,0
6/30/16,Segment A,City 17,Product 12,"2,085",0
6/30/16,Segment A,City 22,Product 3,12,0
6/30/16,Segment A,City 23,Product 10,51,0
6/30/16,Segment A,City 40,Product 2,272,0
6/30/16,Segment A,City 2,Product 11,41,0
6/30/16,Segment A,City 12,Product 11,20,0
6/30/16,Segment A,City 55,Product 11,14,0
6/30/16,Segment A,City 32,Product 3,3,0
6/30/16,Segment F,City 6,Product 9,"2,295",0
6/30/16,Segment F,City 35,Product 4,"13,557",0
6/30/16,Segment F,City 34,Product 4,"1,065",0
6/30/16,Segment F,City 42,Product 9,"2,491",0
6/30/16,Segment F,City 7,Product 4,"8,138",0
6/30/16,Segment F,City 41,Product 4,63,0
6/30/16,Segment F,City 26,Product 4,419,0
6/30/16,Segment F,City 43,Product 9,820,0
6/30/16,Segment F,City 5,Product 9,843,0
7/31/16,Segment A,City 34,Product 4,"123,831",2
7/31/16,Segment A,City 28,Product 9,"65,714",1
7/31/16,Segment A,City 21,Product 3,12,0
7/31/16,Segment A,City 5,Product 9,"33,436",0
7/31/16,Segment A,City 9,Product 9,668,0
7/31/16,Segment A,City 26,Product 2,22,0
7/31/16,Segment A,City 44,Product 9,"10,123",0
7/31/16,Segment A,City 4,Product 9,96,0
7/31/16,Segment A,City 24,Product 9,"59,834",2
7/31/16,Segment A,City 59,Product 9,"1,898",0
7/31/16,Segment A,City 16,Product 9,"4,982",0
7/31/16,Segment A,City 53,Product 4,"231,523",10
7/31/16,Segment A,City 51,Product 9,"15,358",0
7/31/16,Segment A,City 11,Product 4,"56,456",2
7/31/16,Segment A,City 19,Product 12,"8,671",0
7/31/16,Segment A,City 60,Product 4,102,0
7/31/16,Segment A,City 18,Product 3,64,0
7/31/16,Segment A,City 70,Product 11,45,0
7/31/16,Segment A,City 50,Product 3,6,0
7/31/16,Segment A,City 1,Product 8,65,0
7/31/16,Segment A,City 61,Product 10,7,0
7/31/16,Segment A,City 31,Product 8,5,0
7/31/16,Segment A,City 55,Product 4,"10,689",0
7/31/16,Segment A,City 34,Product 3,5,0
7/31/16,Segment A,City 27,Product 1,1,0
7/31/16,Segment A,City 55,Product 14,"4,837",0
7/31/16,Segment A,City 66,Product 14,4,0
7/31/16,Segment A,City 47,Product 11,124,0
7/31/16,Segment A,City 53,Product 20,2,0
7/31/16,Segment A,City 46,Product 12,"1,107",0
7/31/16,Segment A,City 19,Product 8,0,0
7/31/16,Segment A,City 24,Product 11,43,0
7/31/16,Segment A,City 15,Product 1,1,0
7/31/16,Segment A,City 68,Product 12,6,0
7/31/16,Segment A,City 48,Product 10,118,0
7/31/16,Segment A,City 31,Product 10,"3,445",0
7/31/16,Segment A,City 35,Product 8,"1,070",0
7/31/16,Segment A,City 2,Product 2,"2,387",0
7/31/16,Segment A,City 45,Product 8,8,0
7/31/16,Segment A,City 42,Product 11,1,0
